"forest" "plot" "trait" "CWM" "CWV" "CWS" "CWK"
"201" "Fagus sylvatica" 41 "SDMC" 0.100098565733748 0.773955379649316 -1.90110754904364 4.91278523166667
"202" "Fagus sylvatica" 42 "SDMC" 0.390185599792085 0.266477291863552 -2.15718652628574 12.6230069186515
"203" "Mixed forest" 48 "SDMC" -0.163183826174611 0.52491655363793 -1.28506063059333 2.06791700931596
"204" "Mixed forest" 49 "SDMC" -0.0886335402932523 0.613260991805563 -0.776614815964249 1.42598173610083
"205" "Fagus sylvatica" 52 "SDMC" 0.320235344238062 0.767853948739452 -3.22789558848007 11.8457050876127
"206" "Fagus sylvatica" 53 "SDMC" 0.185176592376076 0.662274900765375 -2.49855199636673 9.4689221168435
"207" "Fagus sylvatica" 54 "SDMC" 0.435369121786125 0.214556367221568 -1.5389160512069 8.13459534603766
"208" "Mixed forest" 58 "SDMC" 0.0795318480433873 0.594079470609069 -1.1480163319454 2.8083133777533
"209" "Mixed forest" 59 "SDMC" 0.299441220072334 0.473255844730065 -0.36759171244028 2.41784608011148
"210" "Mixed forest" 60 "SDMC" 0.0826192961362176 0.355166034229592 -0.143109901729658 1.66096525145989
"211" "Fagus sylvatica" 61 "SDMC" -0.199593741380596 1.53236155076076 -1.65194038398288 2.29706768145868
"212" "Fagus sylvatica" 62 "SDMC" 0.0235032957975202 1.09810021004299 -2.16478598861461 5.17616381530098
"213" "Fagus sylvatica" 63 "SDMC" 0.0219384585465442 0.910286554514886 -2.27100727327867 6.7184264622497
"214" "Fagus sylvatica" 64 "SDMC" 0.429230995580469 0.376477867997211 -3.3892093517016 19.0248215115077
"215" "Fagus sylvatica" 65 "SDMC" 0.50784512549481 0.206721482470758 -3.32087300504374 25.0171387995593
"216" "Mixed forest" 67 "SDMC" 0.101063679689873 0.247888891399344 -0.232505736146407 4.82395838231844
"217" "Mixed forest" 68 "SDMC" 0.301434318306222 0.208400578124751 1.54467304199612 3.50187350166073
"218" "Mixed forest" 69 "SDMC" 0.0301446715843369 0.269330663775443 -1.84234083034848 7.41600950325223
"219" "Mixed forest" 70 "SDMC" 0.230817744103241 0.33928202115838 0.374892544695682 1.98533880301939
"220" "Mixed forest" 71 "SDMC" 0.0480473754560779 0.255265925394652 -1.12711302367554 4.43279144361358
"221" "Quercus petraea" 80 "SDMC" 0.240436763983243 0.327034918649558 -2.12230242890804 9.37382394653282
"222" "Shrubland" 83 "SDMC" 0.87620414552959 0.594679499590775 -2.95415988548487 13.7083301281186
"223" "Shrubland" 84 "SDMC" 0.710988702492191 1.47188773772197 -2.5428494521087 6.04241719277412
"224" "Quercus petraea" 90 "SDMC" 0.289025823898453 0.213509625120352 -0.829090669902287 5.17242086842143
"225" "Quercus petraea" 91 "SDMC" 0.302025963728092 0.18706632443559 -0.446379272296245 4.32469003290594
"226" "Quercus petraea" 93 "SDMC" 0.312794117922616 0.136742409585623 0.443438028928863 -0.484960723165273
"227" "Shrubland" 95 "SDMC" 0.898070891376822 0.274508981739624 -3.75788000570381 25.8998148850136
"228" "Shrubland" 96 "SDMC" 0.998935000021476 0.727924166253453 -2.78496036216257 11.761716676364
"229" "Quercus petraea" 102 "SDMC" 0.295228218096261 0.319299023952761 -0.816622806412271 3.20539373777169
"230" "Quercus petraea" 103 "SDMC" 0.242485403245355 0.45741829841752 -1.78880509537668 6.25827293084018
"231" "Quercus petraea" 104 "SDMC" 0.269503422141094 0.27606916975239 -1.83136809891759 9.52771780620571
"232" "Shrubland" 105 "SDMC" 0.906700443580361 0.613492473092342 -1.84471693291448 5.75982845860078
"233" "Shrubland" 106 "SDMC" 0.822528723790466 1.05807377798314 -2.44396148035991 8.13578576492613
"234" "Shrubland" 107 "SDMC" 1.01878387607775 0.806207434056339 -1.92669294419137 8.3969694645076
"235" "Quercus petraea" 113 "SDMC" -0.379556923486374 0.9325869049804 0.477618830564239 -0.183514583722398
"236" "Quercus petraea" 114 "SDMC" 0.291474943700522 0.241932445030269 -0.550007736177747 3.32668576552256
"237" "Quercus petraea" 115 "SDMC" 0.318355193316785 0.242688136298583 -0.217836876016304 1.7079412520755
"238" "Shrubland" 116 "SDMC" 0.699415000762179 0.671533181035185 -2.39796677040436 8.81838136516189
"239" "Shrubland" 117 "SDMC" 0.770217918167401 1.44687151015861 -2.22476090736104 5.52186997757143
"240" "Shrubland" 118 "SDMC" 1.04362766631469 0.949073977574521 -1.96181032796081 7.2476461907417
"241" "Quercus pyrenaica" 1 "HubVal" -0.0196561190472875 0.363457071733043 2.65574382394458 12.4075283442413
"242" "Quercus pyrenaica" 2 "HubVal" -0.180809928662884 0.223876950333413 3.24577204138114 18.6185254639235
"243" "Quercus pyrenaica" 3 "HubVal" 0.035728952702783 0.575474764780888 3.10789685067656 12.4990881813722
